"hero_pick_round_1","villain_pick_round_1","result_round_1","hero_pick_round_2","villain_pick_round_2","result_round_2","hero_pick_round_3","villain_pick_round_3","result_round_3","hero_pick_round_4","villain_pick_round_4","result_round_4","hero_pick_round_5","villain_pick_round_5","result_round_5","hero_pick_round_6","villain_pick_round_6","result_round_6","hero_pick_round_7","villain_pick_round_7","result_round_7","hero_pick_round_8","villain_pick_round_8","result_round_8","hero_pick_round_9","villain_pick_round_9","result_round_9","hero_pick_round_10","villain_pick_round_10","result_round_10","hero_pick_round_11","villain_pick_round_11","result_round_11","hero_pick_round_12","villain_pick_round_12","result_round_12","hero_pick_round_13","villain_pick_round_13","result_round_13","hero_pick_round_14","villain_pick_round_14","result_round_14","hero_pick_round_15","villain_pick_round_15","result_round_15","hero_pick_round_16","villain_pick_round_16","result_round_16","hero_pick_round_17","villain_pick_round_17","result_round_17","hero_pick_round_18","villain_pick_round_18","result_round_18","hero_pick_round_19","villain_pick_round_19","result_round_19","hero_pick_round_20","villain_pick_round_20","result_round_20",
rock,rock,TIE,paper,scissors,LOSE,paper,paper,TIE,scissors,paper,WIN,scissors,scissors,TIE,rock,rock,TIE,paper,paper,TIE,paper,paper,TIE,scissors,rock,LOSE,scissors,scissors,TIE,paper,rock,WIN,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,scissors,WIN,rock,scissors,WIN,paper,scissors,LOSE,paper,scissors,LOSE,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,paper,WIN,scissors,scissors,TIE,scissors,paper,WIN,rock,rock,TIE,scissors,rock,LOSE,rock,paper,LOSE,rock,rock,TIE,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,paper,LOSE,scissors,scissors,TIE,scissors,rock,LOSE,rock,scissors,WIN,scissors,paper,WIN,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,paper,LOSE,scissors,scissors,TIE,rock,scissors,WIN,rock,scissors,WIN,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,paper,LOSE,paper,paper,TIE,paper,rock,WIN,scissors,paper,WIN,paper,paper,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,scissors,WIN,paper,scissors,LOSE,paper,paper,TIE,paper,scissors,LOSE,rock,scissors,WIN,paper,paper,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,rock,WIN,scissors,rock,LOSE,rock,paper,LOSE,scissors,paper,WIN,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,scissors,TIE,scissors,paper,WIN,paper,rock,WIN,rock,paper,LOSE,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,paper,TIE,paper,rock,WIN,scissors,paper,WIN,paper,scissors,LOSE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,scissors,WIN,scissors,rock,LOSE,rock,rock,TIE,paper,scissors,LOSE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,scissors,LOSE,scissors,paper,WIN,scissors,scissors,TIE,paper,rock,WIN,scissors,rock,LOSE,rock,rock,TIE,rock,rock,TIE,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,scissors,WIN,rock,paper,LOSE,paper,scissors,LOSE,paper,rock,WIN,scissors,scissors,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,scissors,LOSE,rock,scissors,WIN,scissors,paper,WIN,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,rock,TIE,paper,rock,WIN,rock,paper,LOSE,rock,rock,TIE,paper,rock,WIN,rock,paper,LOSE,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,rock,TIE,scissors,scissors,TIE,scissors,paper,WIN,paper,paper,TIE,scissors,paper,WIN,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,rock,LOSE,rock,scissors,WIN,scissors,scissors,TIE,scissors,paper,WIN,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,scissors,LOSE,rock,scissors,WIN,rock,scissors,WIN,paper,paper,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,scissors,WIN,rock,paper,LOSE,paper,rock,WIN,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,scissors,LOSE,rock,rock,TIE,scissors,scissors,TIE,paper,paper,TIE,scissors,scissors,TIE,scissors,rock,LOSE,paper,rock,WIN,scissors,scissors,TIE,scissors,paper,WIN,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,scissors,TIE,rock,scissors,WIN,scissors,scissors,TIE,paper,paper,TIE,rock,rock,TIE,paper,rock,WIN,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,paper,TIE,paper,rock,WIN,rock,paper,LOSE,scissors,rock,LOSE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,paper,TIE,rock,rock,TIE,scissors,rock,LOSE,paper,scissors,LOSE,scissors,scissors,TIE,rock,scissors,WIN,paper,rock,WIN,scissors,scissors,TIE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,rock,LOSE,rock,scissors,WIN,paper,scissors,LOSE,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,paper,LOSE,paper,paper,TIE,scissors,scissors,TIE,scissors,rock,LOSE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,paper,TIE,scissors,scissors,TIE,rock,rock,TIE,scissors,rock,LOSE,paper,paper,TIE,scissors,paper,WIN,rock,paper,LOSE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,scissors,LOSE,scissors,paper,WIN,scissors,paper,WIN,paper,scissors,LOSE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,scissors,TIE,rock,scissors,WIN,scissors,rock,LOSE,rock,scissors,WIN,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,rock,WIN,scissors,rock,LOSE,scissors,rock,LOSE,paper,rock,WIN,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,paper,LOSE,rock,paper,LOSE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,scissors,TIE,scissors,paper,WIN,paper,scissors,LOSE,paper,scissors,LOSE,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,scissors,TIE,rock,paper,LOSE,rock,scissors,WIN,rock,scissors,WIN,scissors,rock,LOSE,scissors,scissors,TIE,paper,paper,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,paper,WIN,rock,rock,TIE,paper,scissors,LOSE,paper,rock,WIN,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,scissors,LOSE,rock,scissors,WIN,rock,scissors,WIN,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,rock,TIE,paper,scissors,LOSE,scissors,paper,WIN,rock,rock,TIE,scissors,paper,WIN,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,paper,LOSE,scissors,rock,LOSE,rock,rock,TIE,paper,paper,TIE,scissors,scissors,TIE,paper,rock,WIN,rock,scissors,WIN,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,paper,TIE,paper,scissors,LOSE,scissors,rock,LOSE,scissors,scissors,TIE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,rock,WIN,paper,paper,TIE,scissors,rock,LOSE,rock,rock,TIE,paper,rock,WIN,rock,paper,LOSE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,rock,LOSE,rock,rock,TIE,paper,paper,TIE,rock,scissors,WIN,scissors,scissors,TIE,rock,scissors,WIN,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,paper,TIE,rock,rock,TIE,scissors,paper,WIN,paper,scissors,LOSE,rock,paper,LOSE,rock,scissors,WIN,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,scissors,LOSE,rock,scissors,WIN,rock,paper,LOSE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,paper,TIE,scissors,scissors,TIE,rock,paper,LOSE,rock,rock,TIE,rock,scissors,WIN,paper,scissors,LOSE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,scissors,TIE,rock,scissors,WIN,scissors,paper,WIN,rock,rock,TIE,rock,rock,TIE,paper,paper,TIE,paper,scissors,LOSE,paper,scissors,LOSE,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,scissors,WIN,paper,scissors,LOSE,scissors,rock,LOSE,rock,rock,TIE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,scissors,LOSE,scissors,paper,WIN,rock,rock,TIE,scissors,scissors,TIE,rock,scissors,WIN,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,rock,LOSE,rock,rock,TIE,scissors,rock,LOSE,rock,rock,TIE,rock,rock,TIE,scissors,scissors,TIE,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,scissors,WIN,scissors,rock,LOSE,rock,paper,LOSE,paper,rock,WIN,scissors,scissors,TIE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,paper,LOSE,scissors,scissors,TIE,rock,rock,TIE,paper,rock,WIN,paper,scissors,LOSE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,paper,WIN,rock,rock,TIE,scissors,rock,LOSE,paper,paper,TIE,rock,rock,TIE,rock,paper,LOSE,scissors,paper,WIN,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,paper,TIE,scissors,rock,LOSE,rock,rock,TIE,scissors,scissors,TIE,scissors,paper,WIN,rock,scissors,WIN,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,scissors,WIN,paper,rock,WIN,scissors,rock,LOSE,scissors,rock,LOSE,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,paper,LOSE,paper,paper,TIE,paper,scissors,LOSE,paper,rock,WIN,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,paper,LOSE,paper,scissors,LOSE,rock,rock,TIE,scissors,paper,WIN,rock,scissors,WIN,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,rock,TIE,paper,paper,TIE,scissors,scissors,TIE,scissors,rock,LOSE,scissors,rock,LOSE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,rock,TIE,rock,scissors,WIN,rock,rock,TIE,paper,paper,TIE,rock,scissors,WIN,paper,paper,TIE,scissors,rock,LOSE,rock,rock,TIE,paper,paper,TIE,paper,paper,TIE,scissors,scissors,TIE,paper,paper,TIE,rock,rock,TIE,rock,paper,LOSE,paper,scissors,LOSE,,,,,,,,,,,,,,,,LOSE
rock,rock,TIE,paper,rock,WIN,paper,rock,WIN,rock,rock,TIE,scissors,rock,LOSE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,scissors,TIE,rock,rock,TIE,rock,rock,TIE,scissors,paper,WIN,scissors,scissors,TIE,rock,paper,LOSE,paper,rock,WIN,scissors,scissors,TIE,rock,rock,TIE,paper,paper,TIE,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,rock,WIN,scissors,paper,WIN,paper,scissors,LOSE,paper,paper,TIE,rock,paper,LOSE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,scissors,TIE,paper,scissors,LOSE,scissors,rock,LOSE,rock,scissors,WIN,scissors,scissors,TIE,paper,paper,TIE,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,rock,TIE,paper,scissors,LOSE,paper,rock,WIN,paper,scissors,LOSE,scissors,scissors,TIE,scissors,scissors,TIE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,paper,WIN,rock,rock,TIE,scissors,paper,WIN,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,rock,TIE,scissors,rock,LOSE,paper,scissors,LOSE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,paper,LOSE,rock,paper,LOSE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,scissors,LOSE,scissors,scissors,TIE,scissors,paper,WIN,scissors,scissors,TIE,paper,paper,TIE,paper,scissors,LOSE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,paper,TIE,scissors,rock,LOSE,scissors,rock,LOSE,paper,rock,WIN,paper,paper,TIE,paper,paper,TIE,rock,rock,TIE,scissors,paper,WIN,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,scissors,LOSE,paper,rock,WIN,scissors,paper,WIN,rock,rock,TIE,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,rock,WIN,paper,rock,WIN,rock,paper,LOSE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,rock,WIN,rock,scissors,WIN,paper,paper,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,scissors,LOSE,paper,scissors,LOSE,rock,scissors,WIN,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,paper,WIN,rock,paper,LOSE,paper,paper,TIE,paper,scissors,LOSE,paper,rock,WIN,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,scissors,WIN,rock,paper,LOSE,scissors,paper,WIN,scissors,scissors,TIE,scissors,scissors,TIE,scissors,scissors,TIE,rock,rock,TIE,paper,scissors,LOSE,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,paper,TIE,scissors,rock,LOSE,rock,rock,TIE,rock,rock,TIE,scissors,paper,WIN,paper,scissors,LOSE,paper,paper,TIE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,scissors,TIE,rock,scissors,WIN,scissors,rock,LOSE,paper,paper,TIE,paper,scissors,LOSE,paper,paper,TIE,rock,rock,TIE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,scissors,TIE,scissors,rock,LOSE,scissors,scissors,TIE,scissors,paper,WIN,rock,rock,TIE,paper,paper,TIE,paper,paper,TIE,paper,rock,WIN,paper,scissors,LOSE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,rock,WIN,rock,rock,TIE,scissors,scissors,TIE,scissors,scissors,TIE,paper,paper,TIE,rock,scissors,WIN,scissors,scissors,TIE,scissors,rock,LOSE,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,scissors,LOSE,rock,scissors,WIN,scissors,paper,WIN,rock,rock,TIE,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,rock,TIE,rock,paper,LOSE,paper,scissors,LOSE,paper,rock,WIN,scissors,scissors,TIE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,scissors,WIN,rock,paper,LOSE,scissors,paper,WIN,scissors,rock,LOSE,paper,rock,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,paper,WIN,rock,paper,LOSE,rock,paper,LOSE,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,scissors,LOSE,scissors,rock,LOSE,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,rock,LOSE,scissors,rock,LOSE,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,rock,TIE,rock,rock,TIE,scissors,scissors,TIE,scissors,paper,WIN,scissors,scissors,TIE,scissors,paper,WIN,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,scissors,TIE,paper,rock,WIN,rock,rock,TIE,paper,rock,WIN,rock,rock,TIE,paper,paper,TIE,scissors,scissors,TIE,rock,paper,LOSE,paper,scissors,LOSE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,paper,LOSE,rock,paper,LOSE,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,scissors,WIN,rock,scissors,WIN,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,rock,TIE,paper,paper,TIE,paper,paper,TIE,paper,rock,WIN,paper,scissors,LOSE,paper,rock,WIN,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,paper,WIN,rock,rock,TIE,scissors,paper,WIN,rock,paper,LOSE,paper,paper,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,rock,WIN,rock,paper,LOSE,paper,rock,WIN,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,paper,TIE,paper,paper,TIE,rock,rock,TIE,scissors,scissors,TIE,scissors,scissors,TIE,paper,paper,TIE,paper,rock,WIN,rock,rock,TIE,rock,scissors,WIN,paper,paper,TIE,scissors,scissors,TIE,rock,rock,TIE,rock,rock,TIE,scissors,rock,LOSE,rock,scissors,WIN,,,,,,,,,,,,,,,,WIN
paper,paper,TIE,rock,scissors,WIN,scissors,paper,WIN,paper,paper,TIE,paper,paper,TIE,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,rock,TIE,scissors,scissors,TIE,paper,scissors,LOSE,paper,paper,TIE,rock,paper,LOSE,rock,scissors,WIN,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,paper,TIE,rock,rock,TIE,rock,rock,TIE,rock,scissors,WIN,rock,scissors,WIN,rock,paper,LOSE,scissors,rock,LOSE,scissors,scissors,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,scissors,TIE,rock,paper,LOSE,scissors,rock,LOSE,rock,rock,TIE,paper,rock,WIN,scissors,paper,WIN,paper,paper,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,paper,TIE,paper,paper,TIE,paper,paper,TIE,rock,scissors,WIN,paper,paper,TIE,scissors,rock,LOSE,scissors,scissors,TIE,scissors,paper,WIN,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,paper,LOSE,rock,rock,TIE,scissors,paper,WIN,scissors,paper,WIN,paper,paper,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,paper,TIE,scissors,scissors,TIE,scissors,paper,WIN,scissors,rock,LOSE,rock,paper,LOSE,rock,rock,TIE,scissors,paper,WIN,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,paper,LOSE,rock,rock,TIE,rock,rock,TIE,scissors,rock,LOSE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,paper,WIN,paper,scissors,LOSE,paper,scissors,LOSE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,scissors,TIE,rock,rock,TIE,rock,paper,LOSE,paper,rock,WIN,rock,paper,LOSE,rock,rock,TIE,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
rock,paper,LOSE,scissors,rock,LOSE,rock,scissors,WIN,scissors,paper,WIN,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,rock,LOSE,paper,rock,WIN,scissors,rock,LOSE,paper,paper,TIE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,scissors,LOSE,scissors,rock,LOSE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,scissors,TIE,scissors,paper,WIN,scissors,rock,LOSE,paper,rock,WIN,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,rock,WIN,paper,paper,TIE,rock,paper,LOSE,scissors,scissors,TIE,rock,rock,TIE,paper,paper,TIE,scissors,paper,WIN,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,scissors,TIE,scissors,scissors,TIE,scissors,scissors,TIE,rock,scissors,WIN,rock,scissors,WIN,scissors,scissors,TIE,rock,paper,LOSE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,paper,LOSE,scissors,rock,LOSE,scissors,paper,WIN,scissors,scissors,TIE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,paper,WIN,paper,rock,WIN,scissors,scissors,TIE,rock,rock,TIE,rock,rock,TIE,scissors,scissors,TIE,paper,paper,TIE,rock,paper,LOSE,paper,paper,TIE,paper,paper,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
rock,paper,LOSE,scissors,scissors,TIE,rock,rock,TIE,rock,scissors,WIN,scissors,scissors,TIE,rock,rock,TIE,paper,rock,WIN,rock,paper,LOSE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
scissors,rock,LOSE,scissors,scissors,TIE,rock,paper,LOSE,scissors,rock,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,scissors,LOSE,scissors,paper,WIN,rock,rock,TIE,paper,rock,WIN,rock,paper,LOSE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,rock,WIN,rock,paper,LOSE,scissors,paper,WIN,rock,scissors,WIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIN
paper,scissors,LOSE,paper,paper,TIE,paper,scissors,LOSE,rock,scissors,WIN,paper,rock,WIN,rock,rock,TIE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,rock,LOSE,rock,scissors,WIN,scissors,scissors,TIE,rock,paper,LOSE,paper,rock,WIN,paper,scissors,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
scissors,rock,LOSE,scissors,rock,LOSE,paper,paper,TIE,rock,rock,TIE,scissors,paper,WIN,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,paper,TIE,scissors,rock,LOSE,paper,scissors,LOSE,paper,rock,WIN,scissors,scissors,TIE,rock,scissors,WIN,paper,paper,TIE,rock,rock,TIE,paper,paper,TIE,rock,paper,LOSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOSE
paper,rock,WIN,scissors,scissors,TIE,scissors,scissors,TIE,rock,rock,TIE,scissors,scissors,TIE,scissors,rock,LOSE,rock,paper,LOSE,paper,paper,TIE,scissors,scissors,TIE,rock,scissors,WIN,rock,rock,TIE,scissors,paper,WIN,,,,,,,,,,,,,,,,,,,,,,,,,WIN
